,MüşteriID,Güncelik,Alışveriş Sıklığı,Toplam Harcama,R_Skoru,F_Skoru,M_Skoru,RFM_Skoru,Segment
1020,14333.0,276,1,415.2,1,1,2,112,Others
1021,14334.0,69,3,1017.01,3,3,3,333,Others
1022,14335.0,246,1,359.25,1,1,2,112,Others
1023,14336.0,130,2,764.45,2,3,3,233,Others
1024,14338.0,338,1,8.25,1,1,1,111,Others
1025,14339.0,37,1,309.52000000000004,4,1,2,412,Others
1026,14340.0,220,1,134.7,1,1,1,111,Others
1027,14341.0,128,3,688.8100000000001,2,3,3,233,Others
1028,14342.0,122,1,91.03999999999999,3,1,1,311,Others
1029,14344.0,99,4,604.13,3,4,3,343,Others
1030,14345.0,334,1,108.98,1,1,1,111,Others
1031,14346.0,33,1,759.14,4,1,3,413,Others
1032,14350.0,69,1,282.93,3,1,2,312,Others
1033,14352.0,38,3,464.94000000000005,4,3,2,432,Others
1034,14353.0,128,1,90.6,2,1,1,211,Others
1035,14354.0,91,2,163.62,3,3,1,331,Others
1036,14355.0,455,1,174.4,1,1,1,111,Others
1037,14360.0,122,4,2128.23,3,4,4,344,Others
1038,14364.0,6,3,1763.8,4,3,4,434,Others
1039,14367.0,34,9,4814.650000000001,4,4,4,444,Loyal Champion
1040,14375.0,158,1,257.68,2,1,2,212,Others
1041,14377.0,339,1,302.45,1,1,2,112,Others
1042,14383.0,184,2,1005.6,2,3,3,233,Others
1043,14387.0,153,1,840.82,2,1,3,213,Others
1044,14388.0,64,6,2281.92,3,4,4,344,Others
1045,14389.0,215,2,1043.46,2,3,3,233,Others
1046,14390.0,6,3,1097.16,4,3,4,434,Others
1047,14393.0,219,1,67.95,2,1,1,211,Others
1048,14395.0,61,6,2135.23,3,4,4,344,Others
1049,14396.0,215,2,487.99,2,3,3,233,Others
1050,14397.0,5,8,1405.1,4,4,4,444,Loyal Champion
1051,14401.0,66,5,1718.14,3,4,4,344,Others
1052,14403.0,189,3,1180.01,2,3,4,234,Others
1053,14404.0,183,2,260.28,2,3,2,232,Others
1054,14406.0,3,1,156.75,4,1,1,411,Others
1055,14407.0,130,1,357.18,2,1,2,212,Others
1056,14408.0,185,3,1459.14,2,3,4,234,Others
1057,14409.0,94,3,519.6,3,3,3,333,Others
1058,14410.0,124,4,354.22,3,4,2,342,Others
1059,14411.0,312,1,1063.0,1,1,3,113,Others
1060,14413.0,364,1,122.7,1,1,1,111,Others
1061,14414.0,93,2,359.9,3,3,2,332,Others
1062,14415.0,66,7,3283.72,3,4,4,344,Others
1063,14418.0,182,1,897.35,2,1,3,213,Others
1064,14419.0,62,4,607.66,3,4,3,343,Others
1065,14420.0,335,1,387.52,1,1,2,112,Others
1066,14421.0,6,1,455.18,4,1,2,412,Others
1067,14422.0,90,1,382.01,3,1,2,312,Others
1068,14423.0,220,1,265.2,1,1,2,112,Others
1069,14426.0,130,3,1719.33,2,3,4,234,Others
1070,14427.0,154,1,321.74,2,1,2,212,Others
1071,14428.0,275,2,710.71,1,3,3,133,Others
1072,14431.0,70,1,470.36,3,1,3,313,Others
1073,14432.0,32,3,671.28,4,3,3,433,Others
1074,14434.0,62,3,552.0,3,3,3,333,Others
1075,14436.0,305,1,89.06,1,1,1,111,Others
1076,14437.0,455,1,63.0,1,1,1,111,Others
1077,14438.0,192,1,131.9,2,1,1,211,Others
1078,14440.0,333,2,1273.95,1,3,4,134,Others
1079,14441.0,90,2,646.26,3,3,3,333,Others
1080,14443.0,312,2,608.4,1,3,3,133,Others
1081,14446.0,30,3,657.4,4,3,3,433,Others
1082,14447.0,252,1,265.0,1,1,2,112,Others
1083,14448.0,424,1,102.35000000000001,1,1,1,111,Others
1084,14449.0,160,3,714.7,2,3,3,233,Others
1085,14450.0,5,2,322.22,4,3,2,432,Others
1086,14451.0,62,1,302.59000000000003,3,1,2,312,Others
1087,14452.0,155,1,127.37,2,1,1,211,Others
1088,14453.0,308,1,119.93,1,1,1,111,Others
1089,14456.0,32,3,1465.0,4,3,4,434,Others
1090,14457.0,312,1,113.64,1,1,1,111,Others
1091,14459.0,157,1,1837.92,2,1,4,214,Others
1092,14460.0,312,1,30.0,1,1,1,111,Others
1093,14462.0,33,7,1446.82,4,4,4,444,Loyal Champion
1094,14463.0,305,1,220.2,1,1,1,111,Others
1095,14465.0,70,3,1058.6200000000001,3,3,3,333,Others
1096,14466.0,61,5,1832.45,3,4,4,344,Others
1097,14472.0,65,3,651.16,3,3,3,333,Others
1098,14473.0,311,1,85.0,1,1,1,111,Others
1099,14475.0,131,2,622.1700000000001,2,3,3,233,Others
1100,14477.0,127,1,358.0,2,1,2,212,Others
1101,14479.0,455,1,174.4,1,1,1,111,Others
1102,14482.0,91,3,827.27,3,3,3,333,Others
1103,14483.0,283,1,137.1,1,1,1,111,Others
1104,14485.0,334,1,165.75,1,1,1,111,Others
1105,14487.0,32,2,555.32,4,3,3,433,Others
1106,14488.0,276,1,1064.28,1,1,3,113,Others
1107,14491.0,667,1,127.2,1,1,1,111,Others
1108,14493.0,91,3,1602.54,3,3,4,334,Others
1109,14495.0,64,1,40.6,3,1,1,311,Others
1110,14496.0,343,2,538.8100000000001,1,3,3,133,Others
1111,14497.0,284,1,475.37,1,1,3,113,Others
1112,14498.0,188,1,147.02,2,1,1,211,Others
1113,14499.0,191,1,126.02000000000001,2,1,1,211,Others
1114,14500.0,2,2,305.85,4,3,2,432,Others
1115,14501.0,96,1,184.28,3,1,1,311,Others
1116,14502.0,183,3,943.53,2,3,3,233,Others
1117,14503.0,182,2,770.87,2,3,3,233,Others
1118,14504.0,68,2,408.15,3,3,2,332,Others
1119,14505.0,67,4,2969.98,3,4,4,344,Others
1120,14506.0,245,3,1250.45,1,3,4,134,Others
1121,14507.0,128,3,615.31,2,3,3,233,Others
1122,14508.0,32,1,137.56,4,1,1,411,Others
1123,14511.0,124,3,875.33,3,3,3,333,Others
1124,14512.0,219,1,148.96,2,1,1,211,Others
1125,14514.0,10,2,907.49,4,3,3,433,Others
1126,14515.0,220,3,1349.07,1,3,4,134,Others
1127,14517.0,183,1,78.0,2,1,1,211,Others
1128,14518.0,184,1,174.37,2,1,1,211,Others
1129,14520.0,121,1,105.60000000000001,3,1,1,311,Others
1130,14522.0,124,1,482.07,3,1,3,313,Others
1131,14524.0,122,2,321.95,3,3,2,332,Others
1132,14525.0,32,2,1451.63,4,3,4,434,Others
1133,14527.0,2,19,3456.48,4,4,4,444,Loyal Champion
1134,14528.0,303,1,364.21999999999997,1,1,2,112,Others
1135,14529.0,62,1,261.62,3,1,2,312,Others
1136,14530.0,155,3,1399.21,2,3,4,234,Others
1137,14533.0,32,4,1062.08,4,4,3,443,Others
1138,14534.0,3,10,2442.42,4,4,4,444,Loyal Champion
1139,14535.0,62,3,2864.19,3,3,4,334,Others
1140,14538.0,184,1,281.75,2,1,2,212,Others
1141,14540.0,284,1,195.9,1,1,1,111,Others
1142,14541.0,1,3,319.1,4,3,2,432,Others
1143,14542.0,158,1,103.25,2,1,1,211,Others
1144,14543.0,30,8,1633.68,4,4,4,444,Loyal Champion
1145,14546.0,221,2,1061.28,1,3,3,133,Others
1146,14547.0,182,3,957.6,2,3,3,233,Others
1147,14548.0,4,1,326.4,4,1,2,412,Others
1148,14549.0,343,1,289.24,1,1,2,112,Others
1149,14552.0,34,1,165.07,4,1,1,411,Others
1150,14553.0,183,4,717.79,2,4,3,243,Others
1151,14555.0,70,1,197.94,3,1,1,311,Others
1152,14560.0,60,10,1027.95,3,4,3,343,Others
1153,14561.0,127,1,222.07,2,1,1,211,Others
1154,14562.0,61,8,1974.31,3,4,4,344,Others
1155,14565.0,216,1,538.8000000000001,2,1,3,213,Others
1156,14567.0,337,1,800.76,1,1,3,113,Others
1157,14569.0,121,1,227.39,3,1,1,311,Others
1158,14570.0,252,2,218.06,1,3,1,131,Others
1159,14572.0,182,1,135.05,2,1,1,211,Others
1160,14573.0,36,4,1016.47,4,4,3,443,Others
1161,14576.0,666,1,35.400000000000006,1,1,1,111,Others
1162,14577.0,364,1,346.90000000000003,1,1,2,112,Others
1163,14578.0,182,1,168.63,2,1,1,211,Others
1164,14583.0,158,2,404.73,2,3,2,232,Others
1165,14584.0,95,1,354.01,3,1,2,312,Others
1166,14586.0,130,1,237.35999999999999,2,1,1,211,Others
1167,14587.0,10,7,1293.47,4,4,4,444,Loyal Champion
1168,14589.0,639,1,39.75,1,1,1,111,Others
1169,14591.0,67,1,250.22,3,1,2,312,Others
1170,14592.0,183,2,425.25,2,3,2,232,Others
1171,14594.0,302,2,379.83,1,3,2,132,Others
1172,14595.0,92,1,141.75,3,1,1,311,Others
1173,14597.0,339,1,165.1,1,1,1,111,Others
1174,14600.0,162,1,393.33000000000004,2,1,2,212,Others
1175,14603.0,69,1,660.0,3,1,3,313,Others
1176,14606.0,6,38,5057.57,4,4,4,444,Loyal Champion
1177,14607.0,275,1,1000.0,1,1,3,113,Others
1178,14608.0,60,3,1198.2,3,3,4,334,Others
1179,14616.0,37,1,158.4,4,1,1,411,Others
1180,14618.0,193,1,211.8,2,1,1,211,Others
1181,14619.0,129,1,394.44,2,1,2,212,Others
1182,14620.0,342,1,235.35,1,1,1,111,Others
1183,14621.0,91,4,1482.66,3,4,4,344,Others
1184,14622.0,127,1,320.58000000000004,2,1,2,212,Others
1185,14623.0,153,2,367.52,2,3,2,232,Others
1186,14624.0,31,1,210.25,4,1,1,411,Others
1187,14626.0,94,2,1595.3,3,3,4,334,Others
1188,14628.0,37,2,671.96,4,3,3,433,Others
1189,14629.0,213,1,354.18,2,1,2,212,Others
1190,14636.0,275,1,309.66,1,1,2,112,Others
1191,14639.0,33,2,754.1,4,3,3,433,Others
1192,14640.0,31,2,802.31,4,3,3,433,Others
1193,14642.0,1,1,96.12,4,1,1,411,Others
1194,14644.0,276,1,643.26,1,1,3,113,Others
1195,14645.0,99,2,597.09,3,3,3,333,Others
1196,14646.0,3,28,87617.39,4,4,4,444,Loyal Champion
1197,14649.0,36,3,1098.21,4,3,4,434,Others
1198,14651.0,6,2,654.6,4,3,3,433,Others
1199,14653.0,121,4,1229.72,3,4,4,344,Others
1200,14655.0,333,2,1173.47,1,3,4,134,Others
1201,14656.0,342,1,133.11,1,1,1,111,Others
1202,14657.0,156,2,222.86,2,3,1,231,Others
1203,14658.0,243,1,124.01,1,1,1,111,Others
1204,14659.0,189,4,840.82,2,4,3,243,Others
1205,14662.0,30,2,514.82,4,3,3,433,Others
1206,14664.0,183,1,389.04,2,1,2,212,Others
1207,14665.0,32,3,1498.44,4,3,4,434,Others
1208,14667.0,69,13,4831.650000000001,3,4,4,344,Others
1209,14669.0,7,3,1269.99,4,3,4,434,Others
1210,14670.0,252,2,411.53,1,3,2,132,Others
1211,14672.0,163,1,285.28000000000003,2,1,2,212,Others
1212,14673.0,182,3,1044.94,2,3,3,233,Others
1213,14676.0,122,2,933.6,3,3,3,333,Others
1214,14680.0,64,7,13441.85,3,4,4,344,Others
1215,14681.0,6,1,393.95,4,1,2,412,Others
1216,14682.0,219,1,31.200000000000003,2,1,1,211,Others
1217,14684.0,128,2,519.26,2,3,3,233,Others
1218,14688.0,4,10,3229.3,4,4,4,444,Loyal Champion
1219,14690.0,34,1,216.71,4,1,1,411,Others
1220,14691.0,36,3,1619.94,4,3,4,434,Others
1221,14696.0,3,5,1465.45,4,4,4,444,Loyal Champion
1222,14697.0,220,2,188.61,1,3,1,131,Others
1223,14698.0,121,1,157.16,3,1,1,311,Others
1224,14699.0,97,1,109.13000000000001,3,1,1,311,Others
1225,14700.0,153,2,1513.75,2,3,4,234,Others
1226,14701.0,190,2,528.89,2,3,3,233,Others
1227,14702.0,101,9,1666.21,3,4,4,344,Others
1228,14704.0,5,1,110.12,4,1,1,411,Others
1229,14708.0,126,3,1126.3700000000001,2,3,4,234,Others
1230,14709.0,91,7,2611.89,3,4,4,344,Others
1231,14710.0,31,1,172.91,4,1,1,411,Others
1232,14711.0,93,4,964.91,3,4,3,343,Others
1233,14712.0,61,1,495.6,3,1,3,313,Others
1234,14713.0,61,7,1908.9,3,4,4,344,Others
1235,14715.0,10,2,485.25,4,3,3,433,Others
1236,14719.0,62,3,947.1,3,3,3,333,Others
1237,14720.0,32,3,663.81,4,3,3,433,Others
1238,14723.0,275,3,419.39,1,3,2,132,Others
1239,14727.0,69,1,268.58,3,1,2,312,Others
1240,14729.0,698,1,313.49,1,1,2,112,Others
1241,14730.0,121,4,1378.02,3,4,4,344,Others
1242,14731.0,36,1,127.66,4,1,1,411,Others
1243,14732.0,2,7,2367.39,4,4,4,444,Loyal Champion
1244,14733.0,40,3,3901.83,4,3,4,434,Others
1245,14735.0,182,3,767.29,2,3,3,233,Others
1246,14737.0,182,2,730.55,2,3,3,233,Others
1247,14738.0,6,3,630.33,4,3,3,433,Others
1248,14739.0,185,6,3392.32,2,4,4,244,Others
1249,14740.0,342,1,521.1,1,1,3,113,Others
1250,14741.0,667,1,184.5,1,1,1,111,Others
1251,14744.0,31,2,308.75,4,3,2,432,Others
1252,14745.0,127,1,341.07,2,1,2,212,Others
1253,14747.0,251,1,328.2,1,1,2,112,Others
1254,14748.0,36,5,1415.75,4,4,4,444,Loyal Champion
1255,14755.0,101,1,488.46,3,1,3,313,Others
1256,14759.0,213,1,755.12,2,1,3,213,Others
1257,14761.0,1,2,255.9,4,3,2,432,Others
1258,14765.0,60,1,158.61,3,1,1,311,Others
1259,14766.0,67,3,960.07,3,3,3,333,Others
1260,14768.0,247,1,133.20000000000002,1,1,1,111,Others
1261,14769.0,152,1,341.96999999999997,2,1,2,212,Others
1262,14775.0,1,2,717.0,4,3,3,433,Others
1263,14776.0,219,1,214.56,2,1,1,211,Others
1264,14778.0,247,2,730.86,1,3,3,133,Others
1265,14779.0,252,1,38.0,1,1,1,111,Others
1266,14788.0,302,1,310.99,1,1,2,112,Others
1267,14789.0,30,1,197.64,4,1,1,411,Others
1268,14790.0,3,2,428.62,4,3,2,432,Others
1269,14792.0,154,1,6.2,2,1,1,211,Others
1270,14794.0,91,3,531.11,3,3,3,333,Others
1271,14796.0,34,7,3536.66,4,4,4,444,Loyal Champion
1272,14798.0,312,1,75.68,1,1,1,111,Others
1273,14800.0,31,7,2765.19,4,4,4,444,Loyal Champion
1274,14801.0,92,1,193.14,3,1,1,311,Others
1275,14803.0,99,1,188.64,3,1,1,311,Others
1276,14804.0,333,1,353.27,1,1,2,112,Others
1277,14808.0,65,2,443.06,3,3,2,332,Others
1278,14810.0,101,3,463.64,3,3,2,332,Others
1279,14813.0,578,2,155.43,1,3,1,131,Others
1280,14815.0,275,2,778.5,1,3,3,133,Others
1281,14817.0,161,1,580.79,2,1,3,213,Others
1282,14819.0,184,1,187.35,2,1,1,211,Others
1283,14820.0,183,1,139.1,2,1,1,211,Others
1284,14821.0,486,1,48.800000000000004,1,1,1,111,Others
1285,14823.0,5,1,110.78,4,1,1,411,Others
1286,14824.0,93,2,497.41,3,3,3,333,Others
1287,14825.0,32,6,976.08,4,4,3,443,Others
1288,14828.0,163,1,582.0,2,1,3,213,Others
1289,14829.0,61,3,549.19,3,3,3,333,Others
1290,14834.0,1,2,529.55,4,3,3,433,Others
1291,14836.0,30,2,79.05,4,3,1,431,Others
1292,14837.0,32,1,303.94,4,1,2,412,Others
1293,14841.0,31,2,1169.69,4,3,4,434,Others
1294,14842.0,216,3,1901.52,2,3,4,234,Others
1295,14844.0,7,3,2521.01,4,3,4,434,Others
1296,14849.0,3,15,4256.8,4,4,4,444,Loyal Champion
1297,14850.0,343,1,325.75,1,1,2,112,Others
1298,14852.0,1,3,1692.88,4,3,4,434,Others
1299,14853.0,6,1,214.5,4,1,1,411,Others
1300,14854.0,69,2,655.36,3,3,3,333,Others
1301,14855.0,3,1,339.3,4,1,2,412,Others
1302,14856.0,275,2,308.11,1,3,2,132,Others
1303,14857.0,31,1,650.6,4,1,3,413,Others
1304,14863.0,61,1,266.76,3,1,2,312,Others
1305,14865.0,302,2,52.2,1,3,1,131,Others
1306,14866.0,31,4,6181.32,4,4,4,444,Loyal Champion
1307,14867.0,158,3,710.28,2,3,3,233,Others
1308,14868.0,33,5,1806.42,4,4,4,444,Loyal Champion
1309,14869.0,333,1,334.39,1,1,2,112,Others
1310,14871.0,182,1,167.63,2,1,1,211,Others
1311,14878.0,5,2,254.01,4,3,2,432,Others
1312,14880.0,158,1,234.07,2,1,1,211,Others
1313,14882.0,183,1,247.9,2,1,1,211,Others
1314,14883.0,6,1,310.56,4,1,2,412,Others
1315,14886.0,341,1,364.8,1,1,2,112,Others
1316,14889.0,163,1,135.9,2,1,1,211,Others
1317,14891.0,219,1,449.38,2,1,2,212,Others
1318,14895.0,61,10,4899.95,3,4,4,344,Others
1319,14896.0,455,1,257.22,1,1,2,112,Others
1320,14897.0,2,2,789.96,4,3,3,433,Others
1321,14898.0,70,2,266.85,3,3,2,332,Others
1322,14901.0,2,5,784.01,4,4,3,443,Others
1323,14903.0,156,3,1725.35,2,3,4,234,Others
1324,14904.0,152,1,628.48,2,1,3,213,Others
1325,14905.0,218,1,307.6,2,1,2,212,Others
1326,14907.0,30,4,2187.35,4,4,4,444,Loyal Champion
1327,14910.0,122,2,212.44,3,3,1,331,Others
1328,14911.0,1,75,59175.7,4,4,4,444,Loyal Champion
1329,14912.0,160,1,482.79,2,1,3,213,Others
1330,14913.0,38,3,926.5600000000001,4,3,3,433,Others
1331,14915.0,93,2,307.48,3,3,2,332,Others
1332,14916.0,155,1,266.48,2,1,2,212,Others
1333,14918.0,126,1,765.4200000000001,2,1,3,213,Others
1334,14920.0,36,2,977.77,4,3,3,433,Others
1335,14921.0,91,1,413.06,3,1,2,312,Others
1336,14924.0,129,1,310.05,2,1,2,212,Others
1337,14929.0,152,1,223.88,2,1,1,211,Others
1338,14930.0,69,1,1104.13,3,1,4,314,Others
1339,14931.0,213,1,198.4,2,1,1,211,Others
1340,14932.0,455,1,363.53,1,1,2,112,Others
1341,14934.0,311,1,828.84,1,1,3,113,Others
1342,14936.0,99,6,4640.5,3,4,4,344,Others
1343,14937.0,337,1,759.56,1,1,3,113,Others
1344,14944.0,61,7,2711.94,3,4,4,344,Others
1345,14947.0,337,1,178.5,1,1,1,111,Others
1346,14948.0,250,2,360.76,1,3,2,132,Others
1347,14952.0,2,5,3717.92,4,4,4,444,Loyal Champion
1348,14958.0,129,2,392.28,2,3,2,232,Others
1349,14959.0,128,2,401.82,2,3,2,232,Others
1350,14960.0,333,1,132.97,1,1,1,111,Others
1351,14961.0,93,3,2087.12,3,3,4,334,Others
1352,14963.0,96,2,604.59,3,3,3,333,Others
1353,14964.0,190,1,206.21,2,1,1,211,Others
1354,14965.0,246,2,599.0,1,3,3,133,Others
1355,14968.0,91,1,147.59,3,1,1,311,Others
1356,14970.0,304,2,917.06,1,3,3,133,Others
1357,14971.0,244,2,500.21,1,3,3,133,Others
1358,14972.0,278,1,114.77,1,1,1,111,Others
1359,14974.0,303,1,114.39,1,1,1,111,Others
1360,14976.0,69,1,115.57000000000001,3,1,1,311,Others
1361,14981.0,160,1,102.12,2,1,1,211,Others
1362,14984.0,5,1,110.17999999999999,4,1,1,411,Others
1363,14987.0,455,1,163.2,1,1,1,111,Others
1364,14988.0,6,1,334.54,4,1,2,412,Others
1365,14995.0,252,2,233.23000000000002,1,3,1,131,Others
1366,14997.0,2,1,278.4,4,1,2,412,Others
1367,14998.0,7,1,183.64,4,1,1,411,Others
1368,15002.0,224,2,893.15,1,3,3,133,Others
1369,15005.0,101,11,2423.07,3,4,4,344,Others
1370,15007.0,279,1,156.91,1,1,1,111,Others
1371,15010.0,244,1,308.94,1,1,2,112,Others
1372,15012.0,698,1,191.06,1,1,1,111,Others
1373,15017.0,183,1,125.58,2,1,1,211,Others
1374,15018.0,334,3,496.21,1,3,3,133,Others
1375,15021.0,187,4,941.4300000000001,2,4,3,243,Others
1376,15023.0,130,5,3378.25,2,4,4,244,Others
1377,15024.0,30,6,1072.1200000000001,4,4,4,444,Loyal Champion
1378,15025.0,183,1,377.01,2,1,2,212,Others
1379,15026.0,161,1,108.97999999999999,2,1,1,211,Others
1380,15027.0,91,2,411.90000000000003,3,3,2,332,Others
1381,15028.0,333,2,300.67,1,3,2,132,Others
1382,15031.0,90,3,557.18,3,3,3,333,Others
1383,15032.0,486,2,2770.6,1,3,4,134,Others
1384,15033.0,125,3,380.34,3,3,2,332,Others
1385,15034.0,30,3,1643.96,4,3,4,434,Others
1386,15035.0,32,1,252.73000000000002,4,1,2,412,Others
1387,15038.0,1,6,705.49,4,4,3,443,Others
1388,15039.0,71,20,8524.26,3,4,4,344,Others
1389,15043.0,122,1,537.0,3,1,3,313,Others
1390,15044.0,7,6,2619.79,4,4,4,444,Loyal Champion
1391,15045.0,34,1,346.76,4,1,2,412,Others
1392,15046.0,70,7,2622.5,3,4,4,344,Others
1393,15048.0,215,3,315.97,2,3,2,232,Others
1394,15049.0,38,1,121.17000000000002,4,1,1,411,Others
1395,15051.0,4,1,377.74,4,1,2,412,Others
1396,15053.0,187,3,697.79,2,4,3,243,Others
1397,15057.0,99,1,358.5,3,1,2,312,Others
1398,15058.0,68,4,767.59,3,4,3,343,Others
1399,15059.0,101,2,381.89,3,3,2,332,Others
1400,15060.0,333,1,16.61,1,1,1,111,Others
1401,15061.0,6,28,31902.3,4,4,4,444,Loyal Champion
1402,15062.0,189,1,353.06,2,1,2,212,Others
1403,15063.0,67,1,370.79999999999995,3,1,2,312,Others
1404,15065.0,303,1,299.38,1,1,2,112,Others
1405,15067.0,311,1,848.05,1,1,3,113,Others
1406,15070.0,667,1,106.2,1,1,1,111,Others
1407,15071.0,99,2,982.07,3,3,3,333,Others
1408,15073.0,158,2,861.96,2,3,3,233,Others
1409,15078.0,94,11,3272.2200000000003,3,4,4,344,Others
1410,15079.0,36,3,528.32,4,4,3,443,Others
1411,15081.0,215,2,191.45000000000002,2,3,1,231,Others
1412,15087.0,283,1,306.94,1,1,2,112,Others
1413,15088.0,276,1,864.19,1,1,3,113,Others
1414,15089.0,185,2,1580.6100000000001,2,3,4,234,Others
1415,15090.0,253,1,381.32,1,1,2,112,Others
1416,15091.0,276,1,480.71,1,1,3,113,Others
1417,15092.0,128,2,457.81,2,3,2,232,Others
1418,15093.0,224,2,1844.13,1,3,4,134,Others
1419,15097.0,213,1,248.08,2,1,1,211,Others
1420,15098.0,66,3,39916.5,3,4,4,344,Others
1421,15100.0,71,3,876.0,3,4,3,343,Others
1422,15101.0,333,1,215.25,1,1,1,111,Others
1423,15103.0,122,1,411.68,3,1,2,312,Others
1424,15104.0,311,1,374.64,1,1,2,112,Others
1425,15105.0,276,1,541.03,1,1,3,113,Others
1426,15106.0,6,2,637.38,4,3,3,433,Others
1427,15107.0,40,4,243.5,4,4,1,441,Others
1428,15108.0,188,2,432.05,2,3,2,232,Others
1429,15109.0,129,1,484.95,2,1,3,213,Others
1430,15110.0,217,1,206.9,2,1,1,211,Others
1431,15111.0,61,3,1567.48,3,4,4,344,Others
1432,15114.0,39,6,1860.49,4,4,4,444,Loyal Champion
1433,15117.0,33,2,675.73,4,3,3,433,Others
1434,15119.0,129,1,266.4,2,1,2,212,Others
1435,15123.0,302,1,1129.84,1,1,4,114,Others
1436,15124.0,339,1,90.75,1,1,1,111,Others
1437,15125.0,62,2,375.0,3,3,2,332,Others
1438,15127.0,215,1,406.53000000000003,2,1,2,212,Others
1439,15128.0,62,3,1096.6,3,4,4,344,Others
1440,15129.0,217,2,509.70000000000005,2,3,3,233,Others
1441,15133.0,39,2,657.72,4,3,3,433,Others
1442,15134.0,67,3,505.27000000000004,3,4,3,343,Others
1443,15136.0,152,3,839.8,2,4,3,243,Others
1444,15139.0,163,1,122.1,2,1,1,211,Others
1445,15144.0,1,6,3023.9,4,4,4,444,Loyal Champion
1446,15145.0,212,2,580.59,2,3,3,233,Others
1447,15150.0,153,5,2067.45,2,4,4,244,Others
1448,15152.0,62,5,2079.93,3,4,4,344,Others
1449,15153.0,122,1,329.25,3,1,2,312,Others
1450,15156.0,120,3,961.49,3,4,3,343,Others
1451,15157.0,126,2,850.61,2,3,3,233,Others
1452,15159.0,32,14,6671.65,4,4,4,444,Loyal Champion
1453,15164.0,254,2,648.26,1,3,3,133,Others
1454,15165.0,698,1,487.75,1,1,3,113,Others
1455,15171.0,10,1,1289.5,4,1,4,414,Others
1456,15172.0,333,1,376.1,1,1,2,112,Others
1457,15179.0,341,1,102.0,1,1,1,111,Others
1458,15180.0,517,1,87.5,1,1,1,111,Others
1459,15181.0,245,1,254.48,1,1,2,112,Others
1460,15182.0,126,1,252.37,2,1,2,212,Others
1461,15184.0,61,2,406.76,3,3,2,332,Others
1462,15187.0,36,8,2001.52,4,4,4,444,Loyal Champion
1463,15189.0,7,18,6206.29,4,4,4,444,Loyal Champion
1464,15192.0,3,3,1044.32,4,4,3,443,Others
1465,15193.0,62,1,499.32,3,1,3,313,Others
1466,15194.0,122,8,4224.03,3,4,4,344,Others
1467,15195.0,152,1,3861.0,2,1,4,214,Others
1468,15197.0,341,1,216.75,1,1,1,111,Others
1469,15198.0,124,2,193.64,3,3,1,331,Others
1470,15199.0,31,3,964.65,4,4,3,443,Others
1471,15201.0,190,3,632.47,2,4,3,243,Others
1472,15203.0,343,1,211.94,1,1,1,111,Others
1473,15205.0,247,1,476.29999999999995,1,1,3,113,Others
1474,15206.0,99,2,201.3,3,3,1,331,Others
1475,15208.0,120,3,546.6,3,4,3,343,Others
1476,15211.0,62,2,894.4100000000001,3,3,3,333,Others
1477,15212.0,7,1,101.8,4,1,1,411,Others
1478,15214.0,37,5,1068.19,4,4,3,443,Others
1479,15215.0,246,1,300.04,1,1,2,112,Others
1480,15218.0,189,1,647.75,2,1,3,213,Others
1481,15220.0,252,1,316.11,1,1,2,112,Others
1482,15221.0,486,1,403.25,1,1,2,112,Others
1483,15223.0,251,1,300.85,1,1,2,112,Others
1484,15224.0,364,1,11.6,1,1,1,111,Others
1485,15226.0,312,1,154.41,1,1,1,111,Others
1486,15227.0,128,3,594.33,2,4,3,243,Others
1487,15228.0,245,2,2133.26,1,3,4,134,Others
1488,15234.0,130,1,197.0,2,1,1,211,Others
1489,15235.0,160,7,1121.97,2,4,4,244,Others
1490,15237.0,121,1,83.6,3,1,1,311,Others
1491,15238.0,61,3,1071.99,3,4,4,344,Others
1492,15240.0,7,3,1045.38,4,4,3,443,Others
1493,15241.0,96,5,1119.71,3,4,4,344,Others
1494,15244.0,215,2,631.57,2,3,3,233,Others
1495,15245.0,219,1,486.24,2,1,3,213,Others
1496,15247.0,94,1,356.0,3,1,2,312,Others
1497,15249.0,3,7,3636.29,4,4,4,444,Loyal Champion
1498,15251.0,4,4,6339.32,4,4,4,444,Loyal Champion
1499,15252.0,96,2,740.78,3,3,3,333,Others
1500,15253.0,2,2,466.75,4,3,2,432,Others
1501,15254.0,247,1,300.36,1,1,2,112,Others
1502,15255.0,245,1,890.85,1,1,3,113,Others
1503,15257.0,342,1,317.15,1,1,2,112,Others
1504,15258.0,189,1,315.66,2,1,2,212,Others
1505,15260.0,188,3,808.38,2,4,3,243,Others
1506,15264.0,184,1,393.74,2,1,2,212,Others
1507,15265.0,34,1,793.88,4,1,3,413,Others
1508,15266.0,224,1,119.3,1,1,1,111,Others
1509,15267.0,1,3,1527.76,4,4,4,444,Loyal Champion
1510,15270.0,39,3,1013.5,4,4,3,443,Others
1511,15271.0,5,8,1328.66,4,4,4,444,Loyal Champion
1512,15274.0,213,1,332.58000000000004,2,1,2,212,Others
1513,15275.0,303,1,615.14,1,1,3,113,Others
1514,15276.0,245,1,135.31,1,1,1,111,Others
1515,15281.0,1,3,1025.19,4,4,3,443,Others
1516,15288.0,157,2,548.01,2,3,3,233,Others
1517,15289.0,61,2,617.25,3,3,3,333,Others
